id,title,regions,modes,scene,political_hook,choice,effects,outcome,source
west_laboratory_overhead,A Building Is Overhead,MountainWest,classic / deep / deep_end,enc-clinic,west_labs,Take a paid equipment-inventory shift,"{""cash_cents"": 1400, ""sanity"": -1, ""add_receipt"": ""west_laboratory_overhead""}","Fourteen dollars earned. You confirm the freezer is an essential scientific instrument, not a lifestyle choice.",https://www.research.utah.edu/features/u-research-leaders-keep-doing-the-science/
west_laboratory_overhead,A Building Is Overhead,MountainWest,classic / deep / deep_end,enc-clinic,west_labs,Share a supply pack,"{""supplies"": -1, ""hp"": 1, ""allies"": 1}",The research crew returns the favor with basic care and a new contact.,https://www.research.utah.edu/features/u-research-leaders-keep-doing-the-science/
west_laboratory_overhead,A Building Is Overhead,MountainWest,classic / deep / deep_end,enc-clinic,west_labs,Keep moving,{},The crew leaves the offer behind.,https://www.research.utah.edu/features/u-research-leaders-keep-doing-the-science/
west_wind_loyalty,Wind Loyalty Hearing,MountainWest,classic / deep / deep_end,enc-street,west_wind,Help inventory spare parts,"{""cash_cents"": 1000, ""sanity"": -1}",Ten dollars earned. The wind keeps generating power without completing its loyalty questionnaire.,https://sos.wyo.gov/Media/2025/SoS_Release_2025-07-09.pdf
west_wind_loyalty,Wind Loyalty Hearing,MountainWest,classic / deep / deep_end,enc-street,west_wind,Record the technician’s testimony,"{""credibility"": 2, ""allies"": 1, ""sanity"": -1, ""add_receipt"": ""west_wind_loyalty""}",You gain a contact and an explanation involving actual electricity.,https://sos.wyo.gov/Media/2025/SoS_Release_2025-07-09.pdf
west_wind_loyalty,Wind Loyalty Hearing,MountainWest,classic / deep / deep_end,enc-street,west_wind,Keep moving,{},The crew leaves the offer behind.,https://sos.wyo.gov/Media/2025/SoS_Release_2025-07-09.pdf
west_desert_pressure,Desert Shower Freedom,Southwest,classic / deep / deep_end,enc-service,shower,Help shut off the demonstration,"{""supplies"": 2, ""sanity"": 1}",You leave with water and a working understanding of the off switch.,https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
west_desert_pressure,Desert Shower Freedom,Southwest,classic / deep / deep_end,enc-service,shower,Take the paid plumbing shift,"{""cash_cents"": 1200, ""hp"": -1}",Twelve dollars earned. Working under the sink is less comfortable than announcing freedom above it.,https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
west_desert_pressure,Desert Shower Freedom,Southwest,classic / deep / deep_end,enc-service,shower,Keep moving,{},The crew leaves the offer behind.,https://www.whitehouse.gov/presidential-actions/2025/04/maintaining-acceptable-water-pressure-in-showerheads/
west_beef_passports,"America First, Argentina Next",Southwest,classic / deep / deep_end,enc-convoy,west_beef,Take the paid manifest shift,"{""cash_cents"": 1600, ""sanity"": -1}",Sixteen dollars earned. The cattle’s country of origin is clearer than the policy’s.,https://media.texasfarmbureau.org/plan-to-import-argentinian-beef-harms-u-s-cattle-ranchers/
west_beef_passports,"America First, Argentina Next",Southwest,classic / deep / deep_end,enc-convoy,west_beef,Compare the speeches with the receipts,"{""credibility"": 3, ""sanity"": -1, ""add_receipt"": ""west_beef_passports""}",You add the contradiction to your evidence file. Nobody has yet asked the cows to apologize.,https://media.texasfarmbureau.org/plan-to-import-argentinian-beef-harms-u-s-cattle-ranchers/
west_beef_passports,"America First, Argentina Next",Southwest,classic / deep / deep_end,enc-convoy,west_beef,Keep moving,{},The crew leaves the offer behind.,https://media.texasfarmbureau.org/plan-to-import-argentinian-beef-harms-u-s-cattle-ranchers/
