unit_id,family_id,variant,category,mode,runtime_key,scope,in_content_release,source_scene_id,scene_direction,overlay_count,asset_mapping_status
ENC-S24-C,ENC-S24,C,Road encounters,Shared,sat_shower_force,compatible_narrative,false,road-s24-c,Hotel information event about the Gold Card,1,needs_art_catalog_mapping
ENC-S25-A,ENC-S25,A,Road encounters,Shared,sat_receipt_museum,compatible_narrative,true,road-s25-a,Print-shop government-stationery counter,2,needs_art_catalog_mapping
ENC-S25-B,ENC-S25,B,Road encounters,Shared,sat_receipt_museum,compatible_narrative,false,road-s25-b,Conference-poster printing workshop,1,needs_art_catalog_mapping
ENC-S25-C,ENC-S25,C,Road encounters,Shared,sat_receipt_museum,compatible_narrative,false,road-s25-c,Commercial picture-framing workshop,1,needs_art_catalog_mapping
ENC-S26-A,ENC-S26,A,Road encounters,Shared,sat_transit_ribbon,compatible_narrative,true,road-s26-a,Beltway supporters’ leaflet stall,1,needs_art_catalog_mapping
ENC-S26-B,ENC-S26,B,Road encounters,Shared,sat_transit_ribbon,compatible_narrative,false,road-s26-b,Food-drive printing and distribution table,1,needs_art_catalog_mapping
ENC-S26-C,ENC-S26,C,Road encounters,Shared,sat_transit_ribbon,compatible_narrative,false,road-s26-c,Baby-supply charity sale,1,needs_art_catalog_mapping
ENC-S27-A,ENC-S27,A,Road encounters,Shared,sat_weather_desk,compatible_narrative,true,road-s27-a,Fictional park-side concession and information window,1,needs_art_catalog_mapping
ENC-S27-B,ENC-S27,B,Road encounters,Shared,sat_weather_desk,compatible_narrative,false,road-s27-b,Independent political-event loading entrance,1,needs_art_catalog_mapping
ENC-S27-C,ENC-S27,C,Road encounters,Shared,sat_weather_desk,compatible_narrative,false,road-s27-c,Local patriotic-education campaign stall,1,needs_art_catalog_mapping
ENC-S28-A,ENC-S28,A,Road encounters,Shared,sat_bibliography_emergency,compatible_narrative,true,road-s28-a,Community health fair printing table,1,needs_art_catalog_mapping
ENC-S28-B,ENC-S28,B,Road encounters,Shared,sat_bibliography_emergency,compatible_narrative,false,road-s28-b,Clinic fundraiser and appointment-card table,1,needs_art_catalog_mapping
ENC-S28-C,ENC-S28,C,Road encounters,Shared,sat_bibliography_emergency,compatible_narrative,false,road-s28-c,Fair preparing for 2027 Medicaid rules,1,needs_art_catalog_mapping
ENC-S29-A,ENC-S29,A,Road encounters,Shared,west_grant_translation,compatible_narrative,true,road-s29-a,School-display printing shop,2,needs_art_catalog_mapping
ENC-S29-B,ENC-S29,B,Road encounters,Shared,west_grant_translation,compatible_narrative,false,road-s29-b,Souvenir-label printing bench,2,needs_art_catalog_mapping
ENC-S29-C,ENC-S29,C,Road encounters,Shared,west_grant_translation,compatible_narrative,false,road-s29-c,Immigration-promotion print shop,2,needs_art_catalog_mapping
ENC-S30-A,ENC-S30,A,Road encounters,Shared,west_rail_replacement,compatible_narrative,true,road-s30-a,Coastal transport-advocacy meeting loading point,1,needs_art_catalog_mapping
ENC-S30-B,ENC-S30,B,Road encounters,Shared,west_rail_replacement,compatible_narrative,false,road-s30-b,Coastal hotel’s Gold Card information event,1,needs_art_catalog_mapping
ENC-S30-C,ENC-S30,C,Road encounters,Shared,west_rail_replacement,compatible_narrative,false,road-s30-c,Energy-policy meeting loading area,1,needs_art_catalog_mapping
ENC-S31-A,ENC-S31,A,Road encounters,Shared,west_laboratory_overhead,compatible_narrative,true,road-s31-a,Laboratory open-day service table,1,needs_art_catalog_mapping
ENC-S31-B,ENC-S31,B,Road encounters,Shared,west_laboratory_overhead,compatible_narrative,false,road-s31-b,Community health-information fair,1,needs_art_catalog_mapping
ENC-S31-C,ENC-S31,C,Road encounters,Shared,west_laboratory_overhead,compatible_narrative,false,road-s31-c,Rural health fundraiser equipment table,1,needs_art_catalog_mapping
ENC-S32-A,ENC-S32,A,Road encounters,Shared,west_wind_loyalty,compatible_narrative,true,road-s32-a,Turbine-repair information stall,1,needs_art_catalog_mapping
ENC-S32-B,ENC-S32,B,Road encounters,Shared,west_wind_loyalty,compatible_narrative,false,road-s32-b,Energy-policy repair fair,1,needs_art_catalog_mapping
ENC-S32-C,ENC-S32,C,Road encounters,Shared,west_wind_loyalty,compatible_narrative,false,road-s32-c,Mountain-region contractors’ fair,1,needs_art_catalog_mapping
ENC-S33-A,ENC-S33,A,Road encounters,Shared,west_desert_pressure,compatible_narrative,true,road-s33-a,Desert service-stop shower promotion,1,needs_art_catalog_mapping
ENC-S33-B,ENC-S33,B,Road encounters,Shared,west_desert_pressure,compatible_narrative,false,road-s33-b,Desert drinks-promotion refill station,1,needs_art_catalog_mapping
ENC-S33-C,ENC-S33,C,Road encounters,Shared,west_desert_pressure,compatible_narrative,false,road-s33-c,Desert contractors’ trade stall discussing Florida policy,1,needs_art_catalog_mapping
ENC-S34-A,ENC-S34,A,Road encounters,Shared,west_beef_passports,compatible_narrative,true,road-s34-a,Wholesale loading depot,1,needs_art_catalog_mapping
ENC-S34-B,ENC-S34,B,Road encounters,Shared,west_beef_passports,compatible_narrative,false,road-s34-b,Hotel laundry depot,1,needs_art_catalog_mapping
ENC-S34-C,ENC-S34,C,Road encounters,Shared,west_beef_passports,compatible_narrative,false,road-s34-c,Baby-goods warehouse collection counter,2,needs_art_catalog_mapping
ENC-W-MW-C01-A,ENC-W-MW-C01,A,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-mw-c01-a,Rural clinic parking-lot fundraiser,3,deferred_mechanics
ENC-W-MW-C01-B,ENC-W-MW-C01,B,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-mw-c01-b,Mountain-town immigration information fair,3,deferred_mechanics
ENC-W-MW-C01-C,ENC-W-MW-C01,C,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-mw-c01-c,Mountain farm stand beside a former school-delivery truck,4,deferred_mechanics
ENC-W-MW-C02-A,ENC-W-MW-C02,A,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-mw-c02-a,Mountain wind-equipment storage yard,3,deferred_mechanics
ENC-W-MW-C02-B,ENC-W-MW-C02,B,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-mw-c02-b,Mountain trade-fair energy booth,2,deferred_mechanics
ENC-W-MW-C02-C,ENC-W-MW-C02,C,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-mw-c02-c,Mountain visitor-fair refreshment area,2,deferred_mechanics
ENC-W-MW-D01-A,ENC-W-MW-D01,A,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-mw-d01-a,Medical-school fundraiser with a supply-cost display,3,deferred_mechanics
ENC-W-MW-D01-B,ENC-W-MW-D01,B,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-mw-d01-b,Mountain-town bindery loading doorway,3,deferred_mechanics
ENC-W-MW-D01-C,ENC-W-MW-D01,C,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-mw-d01-c,Mountain energy-training center open day,3,deferred_mechanics
ENC-W-MW-D02-A,ENC-W-MW-D02,A,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-mw-d02-a,Mountain wind-project open house,3,deferred_mechanics
ENC-W-MW-D02-B,ENC-W-MW-D02,B,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-mw-d02-b,Mountain luxury-property expo,4,deferred_mechanics
ENC-W-MW-D02-C,ENC-W-MW-D02,C,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-mw-d02-c,Mountain garden-supply shop with bagged gravel,3,deferred_mechanics
ENC-W-PC-C01-A,ENC-W-PC-C01,A,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-pc-c01-a,Coastal grocery loading entrance,3,deferred_mechanics
ENC-W-PC-C01-B,ENC-W-PC-C01,B,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-pc-c01-b,Marina grocery adjoining a fundraiser delivery area,3,deferred_mechanics
ENC-W-PC-C01-C,ENC-W-PC-C01,C,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-pc-c01-c,Coastal fruit stand beside a loaded farm truck,4,deferred_mechanics
ENC-W-PC-C02-A,ENC-W-PC-C02,A,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-pc-c02-a,Coastal national-park toilet block and visitor display,3,deferred_mechanics
ENC-W-PC-C02-B,ENC-W-PC-C02,B,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-pc-c02-b,Library foyer with a local political demonstration beside its help area,2,deferred_mechanics
ENC-W-PC-C02-C,ENC-W-PC-C02,C,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-pc-c02-c,Coastal grocery entrance beside an account promotion table,3,deferred_mechanics
ENC-W-PC-D01-A,ENC-W-PC-D01,A,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-pc-d01-a,Print room preparing a local coal-history exhibit,3,deferred_mechanics
ENC-W-PC-D01-B,ENC-W-PC-D01,B,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-pc-d01-b,Coastal laboratory fundraiser with a temporary print table,3,deferred_mechanics
ENC-W-PC-D01-C,ENC-W-PC-D01,C,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-pc-d01-c,Community book-fair print table,4,deferred_mechanics
ENC-W-PC-D02-A,ENC-W-PC-D02,A,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-pc-d02-a,Waterfront civic fair entrance,3,deferred_mechanics
ENC-W-PC-D02-B,ENC-W-PC-D02,B,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-pc-d02-b,Coastal fair campaign-finance exhibit,3,deferred_mechanics
ENC-W-PC-D02-C,ENC-W-PC-D02,C,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-pc-d02-c,Civic-fair volunteer station,3,deferred_mechanics
ENC-W-SW-C01-A,ENC-W-SW-C01,A,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-sw-c01-a,Desert motel reception beside a demonstration bathroom,3,deferred_mechanics
ENC-W-SW-C01-B,ENC-W-SW-C01,B,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-sw-c01-b,Desert fair refreshment booth and political display,3,deferred_mechanics
ENC-W-SW-C01-C,ENC-W-SW-C01,C,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-sw-c01-c,Desert contractor hiring table with portable misting chair,3,deferred_mechanics
ENC-W-SW-C02-A,ENC-W-SW-C02,A,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-sw-c02-a,Desert produce depot receiving area,3,deferred_mechanics
ENC-W-SW-C02-B,ENC-W-SW-C02,B,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-sw-c02-b,Desert community food-drive table,3,deferred_mechanics
ENC-W-SW-C02-C,ENC-W-SW-C02,C,Road encounters,Classic,,separate_encounter_mechanics,false,road-w-sw-c02-c,Desert agricultural packing shed,3,deferred_mechanics
ENC-W-SW-D01-A,ENC-W-SW-D01,A,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-sw-d01-a,Desert packing-yard hiring area,2,deferred_mechanics
ENC-W-SW-D01-B,ENC-W-SW-D01,B,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-sw-d01-b,Desert energy fair beside a cooling tent,3,deferred_mechanics
ENC-W-SW-D01-C,ENC-W-SW-D01,C,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-sw-d01-c,Desert motel courtyard with a private cooling-shower demonstration,3,deferred_mechanics
ENC-W-SW-D02-A,ENC-W-SW-D02,A,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-sw-d02-a,Desert wholesale-depot label station,3,deferred_mechanics
ENC-W-SW-D02-B,ENC-W-SW-D02,B,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-sw-d02-b,Desert resort supply dock before a political banquet,3,deferred_mechanics
ENC-W-SW-D02-C,ENC-W-SW-D02,C,Road encounters,Deep End,,separate_encounter_mechanics,false,road-w-sw-d02-c,Desert property fair catering entrance,4,deferred_mechanics
END-COLD-A,END-COLD,A,Ending packages,Shared,Exposure:cold,compatible_narrative,true,end-cold-a-scene,Cold at the recorded stopping place; an explicitly editorial inset contrasts a catered potato beneath a silver cloche. No invented death tableau.,0,needs_art_catalog_mapping
END-COLD-B,END-COLD,B,Ending packages,Shared,Exposure:cold,compatible_narrative,false,end-cold-b-scene,"Recorded cold stopping place, with a separate illustrative cutaway of an unstaffed public entrance; do not imply a particular denied service caused the ending.",0,needs_art_catalog_mapping
END-COLD-C,END-COLD,C,Ending packages,Shared,Exposure:cold,compatible_narrative,false,end-cold-c-scene,"Actual cold conditions at the stopping place, with a small editorial inset of a foam-covered microphone in a heated briefing room.",0,needs_art_catalog_mapping
END-COLLAPSE-BREAKDOWN-A,END-COLLAPSE-BREAKDOWN,A,Ending packages,Shared,Collapse:breakdown,compatible_narrative,true,end-collapse-breakdown-a-scene,Actual broken van with an unresolved blank repair quote; do not show a replacement fitted or money paid.,0,needs_art_catalog_mapping
END-COLLAPSE-BREAKDOWN-B,END-COLLAPSE-BREAKDOWN,B,Ending packages,Shared,Collapse:breakdown,compatible_narrative,false,end-collapse-breakdown-b-scene,Actual unresolved mechanical failure with a pristine blank nameplate beside the tools; no invented successful repair.,0,needs_art_catalog_mapping
END-COLLAPSE-BREAKDOWN-C,END-COLLAPSE-BREAKDOWN,C,Ending packages,Shared,Collapse:breakdown,compatible_narrative,false,end-collapse-breakdown-c-scene,"Actual broken vehicle at its recorded stopping place, with an unlettered efficiency brochure deliberately outside the repair tools.",0,needs_art_catalog_mapping
END-COLLAPSE-CROSSING-A,END-COLLAPSE-CROSSING,A,Ending packages,Shared,Collapse:crossing,compatible_narrative,true,end-collapse-crossing-a-scene,"Actual failed crossing and present travelers, with a sealed donor envelope in a clearly editorial inset; no fall, collision or death unless recorded.",0,needs_art_catalog_mapping
END-COLLAPSE-CROSSING-B,END-COLLAPSE-CROSSING,B,Ending packages,Shared,Collapse:crossing,compatible_narrative,false,end-collapse-crossing-b-scene,"Actual crossing barrier and failed journey state, with an oversized blank official nameplate as the visual focal point.",0,needs_art_catalog_mapping
END-COLLAPSE-CROSSING-C,END-COLLAPSE-CROSSING,C,Ending packages,Shared,Collapse:crossing,compatible_narrative,false,end-collapse-crossing-c-scene,"Actual failed crossing, paired with an editorially oversized blank official-history book and a tiny inset page; no invented catastrophe.",0,needs_art_catalog_mapping
END-COLLAPSE-DISEASE-A,END-COLLAPSE-DISEASE,A,Ending packages,Shared,Collapse:disease,compatible_narrative,true,end-collapse-disease-a-scene,Unlettered work-requirements form sits unused beside the actual health-care belongings at the stopping place; no invented benefit enrollment or death.,0,needs_art_catalog_mapping
END-COLLAPSE-DISEASE-B,END-COLLAPSE-DISEASE,B,Ending packages,Shared,Collapse:disease,compatible_narrative,false,end-collapse-disease-b-scene,Actual journey health belongings contrasted with a clean blank budget chart in an editorial inset; no invented diagnosis or casualty.,0,needs_art_catalog_mapping
END-COLLAPSE-DISEASE-C,END-COLLAPSE-DISEASE,C,Ending packages,Shared,Collapse:disease,compatible_narrative,false,end-collapse-disease-c-scene,Actual care belongings and stopped vehicle; a separate editorial image of an unlettered raw-milk stall makes no claim that milk caused this particular illness.,0,needs_art_catalog_mapping
END-COLLAPSE-HUNGER-A,END-COLLAPSE-HUNGER,A,Ending packages,Shared,Collapse:hunger,compatible_narrative,true,end-collapse-hunger-a-scene,Empty food container at the actual stopping point beside a blank government budget chart; no invented fatality or benefit denial.,0,needs_art_catalog_mapping
END-COLLAPSE-HUNGER-B,END-COLLAPSE-HUNGER,B,Ending packages,Shared,Collapse:hunger,compatible_narrative,false,end-collapse-hunger-b-scene,"Empty ordinary plate in the actual van, with a clearly editorial inset of an elaborate donor dinner place setting.",0,needs_art_catalog_mapping
END-COLLAPSE-HUNGER-C,END-COLLAPSE-HUNGER,C,Ending packages,Shared,Collapse:hunger,compatible_narrative,false,end-collapse-hunger-c-scene,Sparse food storage in the actual stopped van; a separate illustrative shop shelf remains full behind blank price cards.,0,needs_art_catalog_mapping
END-COLLAPSE-PANIC-A,END-COLLAPSE-PANIC,A,Ending packages,Shared,Collapse:panic,compatible_narrative,true,end-collapse-panic-a-scene,"Radio switched off at the actual stopping point, with the present travelers shown without invented medical intervention or death.",0,needs_art_catalog_mapping
END-COLLAPSE-PANIC-B,END-COLLAPSE-PANIC,B,Ending packages,Shared,Collapse:panic,compatible_narrative,false,end-collapse-panic-b-scene,"Actual stopped vehicle and set-aside radio; editorial inset of an overbuilt blank reassurance podium, without armed threats toward travelers.",0,needs_art_catalog_mapping
END-COLLAPSE-PANIC-C,END-COLLAPSE-PANIC,C,Ending packages,Shared,Collapse:panic,compatible_narrative,false,end-collapse-panic-c-scene,"Actual stopping place, with an illustrative cutaway of a school bucket catching a roof leak beside a thick blank policy binder.",0,needs_art_catalog_mapping
END-COLLAPSE-VEHICLE-A,END-COLLAPSE-VEHICLE,A,Ending packages,Shared,Collapse:vehicle,compatible_narrative,true,end-collapse-vehicle-a-scene,"Actual stopped and damaged vehicle at the recorded location; blank grandiose name card kept separate from the body, with no invented destruction.",0,needs_art_catalog_mapping
END-COLLAPSE-VEHICLE-B,END-COLLAPSE-VEHICLE,B,Ending packages,Shared,Collapse:vehicle,compatible_narrative,false,end-collapse-vehicle-b-scene,Actual damaged vehicle beside a blank repair quote and the travelers’ existing work notes; no invented bill paid.,0,needs_art_catalog_mapping
END-COLLAPSE-VEHICLE-C,END-COLLAPSE-VEHICLE,C,Ending packages,Shared,Collapse:vehicle,compatible_narrative,false,end-collapse-vehicle-c-scene,Actual stopped vehicle at the recorded location with visibly worn components appropriate to its state; no invented crash or fixed road position.,0,needs_art_catalog_mapping
END-COLLAPSE-WEATHER-A,END-COLLAPSE-WEATHER,A,Ending packages,Shared,Collapse:weather,compatible_narrative,true,end-collapse-weather-a-scene,Actual recorded weather and stopping place with a blank route map and small capped marker inside the van.,0,needs_art_catalog_mapping
END-COLLAPSE-WEATHER-B,END-COLLAPSE-WEATHER,B,Ending packages,Shared,Collapse:weather,compatible_narrative,false,end-collapse-weather-b-scene,"Actual weather at the recorded stopping point, with a blank map folded beside the window; no invented coastal location.",0,needs_art_catalog_mapping
END-COLLAPSE-WEATHER-C,END-COLLAPSE-WEATHER,C,Ending packages,Shared,Collapse:weather,compatible_narrative,false,end-collapse-weather-c-scene,Actual obstructing weather seen from the stopped van; a radio remains on the dashboard with no readable lettering.,0,needs_art_catalog_mapping
END-DESTROYED-A,END-DESTROYED,A,Ending packages,Shared,VehicleFailure:destroyed,compatible_narrative,true,end-destroyed-a-scene,"Actual destroyed vehicle at the recorded location; no added collision, fire or casualties. A blank repair quote lies among ordinary belongings.",0,needs_art_catalog_mapping
END-DESTROYED-B,END-DESTROYED,B,Ending packages,Shared,VehicleFailure:destroyed,compatible_narrative,false,end-destroyed-b-scene,"Recorded destroyed vehicle shown honestly, with a grand blank nameplate lying incongruously nearby; no invented tow or scrapyard arrival.",0,needs_art_catalog_mapping
END-DESTROYED-C,END-DESTROYED,C,Ending packages,Shared,VehicleFailure:destroyed,compatible_narrative,false,end-destroyed-c-scene,"Recorded destroyed van beside an editorially juxtaposed blank upward-arrow efficiency chart, with no invented victims.",0,needs_art_catalog_mapping
END-FALLBACK-A,END-FALLBACK,A,Ending packages,Shared,result.epilogue.generic,compatible_narrative,true,end-fallback-a-scene,"Unlettered journey notebook missing its final entry; a blank misdirected-message screen appears as an editorial gag, without asserting any traveler’s location or fate.",0,needs_art_catalog_mapping
END-FALLBACK-B,END-FALLBACK,B,Ending packages,Shared,result.epilogue.generic,compatible_narrative,false,end-fallback-b-scene,"Open blank final page of a journey notebook with an absurdly ornate blank official-history cover beside it; neutral background, no invented ending.",0,needs_art_catalog_mapping
END-FALLBACK-C,END-FALLBACK,C,Ending packages,Shared,result.epilogue.generic,compatible_narrative,false,end-fallback-c-scene,"Incomplete unlettered journey log beside a nearly unused pen and blank efficiency chart; no implied victory, defeat, death or D.C. arrival.",0,needs_art_catalog_mapping
END-HEAT-A,END-HEAT,A,Ending packages,Shared,Exposure:heat,compatible_narrative,true,end-heat-a-scene,Recorded hot stopping place contrasted with a plainly editorial inset of an indoor politician beside an unlettered thermostat.,0,needs_art_catalog_mapping
END-HEAT-B,END-HEAT,B,Ending packages,Shared,Exposure:heat,compatible_narrative,false,end-heat-b-scene,"Recorded heat at the stopping place; a capped marker beside a blank weather map in the van, without altered temperature or invented death.",0,needs_art_catalog_mapping
END-HEAT-C,END-HEAT,C,Ending packages,Shared,Exposure:heat,compatible_narrative,false,end-heat-c-scene,"Actual heat at the stopping point; a broadcast image of a cooled studio appears only as an illustrative inset, with no embedded words.",0,needs_art_catalog_mapping
END-INCOMPLETE-A,END-INCOMPLETE,A,Ending packages,Shared,result.epilogue.incomplete,compatible_narrative,true,end-incomplete-a-scene,"Open route notebook at the actual current location, with an explicitly editorial donor-dinner place setting inset; no implied arrival or terminal loss.",0,needs_art_catalog_mapping
END-INCOMPLETE-B,END-INCOMPLETE,B,Ending packages,Shared,result.epilogue.incomplete,compatible_narrative,false,end-incomplete-b-scene,"Open, unlettered journey notebook beside the actual vehicle at its recorded location; no completed hearing or invented fate.",0,needs_art_catalog_mapping
END-INCOMPLETE-C,END-INCOMPLETE,C,Ending packages,Shared,result.epilogue.incomplete,compatible_narrative,false,end-incomplete-c-scene,"Actual current vehicle and open route map, with only the currently present roster; no new driver or asserted terminal outcome.",0,needs_art_catalog_mapping
END-SANITY-A,END-SANITY,A,Ending packages,Shared,SanityLoss,compatible_narrative,true,end-sanity-a-scene,"Journey case and a safely set-aside radio beside the actual stopped vehicle; show only recorded present travelers, without depicting invented injuries.",0,needs_art_catalog_mapping
END-SANITY-B,END-SANITY,B,Ending packages,Shared,SanityLoss,compatible_narrative,false,end-sanity-b-scene,Unlettered journey notebook beside the actual vehicle at its recorded stopping point; an oversized blank official-name card appears in a clearly editorial inset.,0,needs_art_catalog_mapping
END-SANITY-C,END-SANITY,C,Ending packages,Shared,SanityLoss,compatible_narrative,false,end-sanity-c-scene,Travel radio is switched off beside an unlettered five-line note in the actual stopped van. No suicide imagery or invented death.,0,needs_art_catalog_mapping
END-VICTORY-A,END-VICTORY,A,Ending packages,Shared,BossVictory,compatible_narrative,true,end-victory-a-scene,Recorded surviving arrivals celebrate modestly at the hearing while a fictional lobbyist studies a few ordinary coins; no new law-signing ceremony.,0,needs_art_catalog_mapping
END-VICTORY-B,END-VICTORY,B,Ending packages,Shared,BossVictory,compatible_narrative,false,end-victory-b-scene,Hearing chair tries to take the foreground while actual surviving arrivals exchange a knowing look beside their case folder.,0,needs_art_catalog_mapping
END-VICTORY-C,END-VICTORY,C,Ending packages,Shared,BossVictory,compatible_narrative,false,end-victory-c-scene,Actual surviving arrivals share relief at the hearing; a fictional efficiency enthusiast studies the public microphone cable suspiciously.,0,needs_art_catalog_mapping
END-VOTEFAIL-A,END-VOTEFAIL,A,Ending packages,Shared,BossVoteFailed,compatible_narrative,true,end-votefail-a-scene,Recorded surviving arrivals collect their case after the failed vote; a clerk carries a sealed blank donor envelope toward a catered side room.,0,needs_art_catalog_mapping
END-VOTEFAIL-B,END-VOTEFAIL,B,Ending packages,Shared,BossVoteFailed,compatible_narrative,false,end-votefail-b-scene,Hearing chair arranges a flattering photo while the actual arriving travelers’ blank case folder is moved just outside its frame.,0,needs_art_catalog_mapping
END-VOTEFAIL-C,END-VOTEFAIL,C,Ending packages,Shared,BossVoteFailed,compatible_narrative,false,end-votefail-c-scene,Actual surviving arrivals gather their ordinary bags after the hearing while a fictional efficiency official points proudly at a blank zero-cost chart.,0,needs_art_catalog_mapping
HEARING-C-A,HEARING-C,A,Hearing introductions and transitions,Classic,,compatible_narrative,true,hearing-c-a-scene,"Actual arriving travelers at a small public microphone; the chair keeps a blank case folder beneath an elaborate, unlettered dinner menu.",0,needs_art_catalog_mapping
HEARING-C-B,HEARING-C,B,Hearing introductions and transitions,Classic,,compatible_narrative,false,hearing-c-b-scene,Hearing chair opens a folder containing a neatly wrapped lunch while the actual arriving travelers wait with their case.,0,needs_art_catalog_mapping
HEARING-C-C,HEARING-C,C,Hearing introductions and transitions,Classic,,compatible_narrative,false,hearing-c-c-scene,"Actual arriving travelers face a hearing chair who tries covering an ordinary blank bill with an ornate, blank patriotic brochure.",0,needs_art_catalog_mapping
HEARING-D-A,HEARING-D,A,Hearing introductions and transitions,Deep End,,compatible_narrative,true,hearing-d-a-scene,"An absurdly formal hearing chair is occupied by a sealed blank envelope, while the actual arriving travelers stand at an ordinary public microphone.",0,needs_art_catalog_mapping
HEARING-D-B,HEARING-D,B,Hearing introductions and transitions,Deep End,,compatible_narrative,false,hearing-d-b-scene,Actual arriving travelers address a vacant clerk’s chair below a self-satisfied hearing official; a blank minute book remains visibly closed.,0,needs_art_catalog_mapping
HEARING-D-C,HEARING-D,C,Hearing introductions and transitions,Deep End,,compatible_narrative,false,hearing-d-c-scene,"Oversized gavel held by a fictional hearing chair, with a clerk steadying water glasses and the actual arriving travelers waiting at the microphone.",0,needs_art_catalog_mapping
MODE-C,,,Mode descriptions,Shared,mode.classic,reference_or_functional,false,mode-c-scene,The familiar ordinary van on a readable road with a modest supply stop and open horizon; political absurdity suggested through an oversized empty official sign.,0,needs_art_catalog_mapping
MODE-D,,,Mode descriptions,Shared,mode.deep,reference_or_functional,false,mode-d-scene,"The familiar van and road in the Deep End palette, with a recognizably stranger accumulation of official barriers and distorted civic scenery; no promise of a specific event.",0,needs_art_catalog_mapping
OPEN-JOURNALIST-A,OPEN-JOURNALIST,A,Character departure introductions,Shared,,compatible_narrative,true,open-journalist-a-scene,Journalist checks a blank map beside the Seattle departure van while five companions load ordinary luggage. A phone stays firmly face down.,0,needs_art_catalog_mapping
OPEN-JOURNALIST-B,OPEN-JOURNALIST,B,Character departure introductions,Shared,,compatible_narrative,false,open-journalist-b-scene,Seattle departure with a journalist opening an unlettered notebook while five companions arrange visibly worn belongings in the van.,0,needs_art_catalog_mapping
OPEN-JOURNALIST-C,OPEN-JOURNALIST,C,Character departure introductions,Shared,,compatible_narrative,false,open-journalist-c-scene,"Journalist and five companions stand by a fueled departure van, counting ordinary shared travel money rather than a new reward.",0,needs_art_catalog_mapping
OPEN-LOBBYIST-A,OPEN-LOBBYIST,A,Character departure introductions,Shared,,compatible_narrative,true,open-lobbyist-a-scene,Lobbyist and five companions board an ordinary Los Angeles departure van; a few existing coins lie in the open glove box.,0,needs_art_catalog_mapping
OPEN-LOBBYIST-B,OPEN-LOBBYIST,B,Character departure introductions,Shared,,compatible_narrative,false,open-lobbyist-b-scene,Lobbyist shows five companions an ordinary unlettered shop receipt beside groceries being loaded into the departure van.,0,needs_art_catalog_mapping
OPEN-LOBBYIST-C,OPEN-LOBBYIST,C,Character departure introductions,Shared,,compatible_narrative,false,open-lobbyist-c-scene,Lobbyist and five companions share a modest takeaway meal beside the Los Angeles departure van; no elite venue or hired help.,0,needs_art_catalog_mapping
OPEN-ORGANIZER-A,OPEN-ORGANIZER,A,Character departure introductions,Shared,,compatible_narrative,true,open-organizer-a-scene,Portland organizer coordinates five companions fitting luggage and a modest cooler into the van without extra staff.,0,needs_art_catalog_mapping
OPEN-ORGANIZER-B,OPEN-ORGANIZER,B,Character departure introductions,Shared,,compatible_narrative,false,open-organizer-b-scene,Organizer and five companions gather around a modest gas-money jar beside the departure van; no implied new funds.,0,needs_art_catalog_mapping
OPEN-ORGANIZER-C,OPEN-ORGANIZER,C,Character departure introductions,Shared,,compatible_narrative,false,open-organizer-c-scene,Portland organizer places blank work and expense papers in an existing case folder while five companions finish loading the van.,0,needs_art_catalog_mapping
OPEN-SATIRIST-A,OPEN-SATIRIST,A,Character departure introductions,Shared,,compatible_narrative,true,open-satirist-a-scene,Satirist and five companions examine a blank map and their existing travel money beside a San Diego departure van.,0,needs_art_catalog_mapping
